CheckInDate,CheckOutDate,RateAmount,BookingStatus,RoomType,Channel,GuestName,GuestCountry,RepeatGuest
2024-10-04,2024-10-08,1708.24,Confirmed,Suite,Expedia,,,true
2025-09-14,2025-09-22,2181.37,Confirmed,Suite,Agoda,,,true
2024-08-18,2024-08-19,78.33,Confirmed,Single,Booking.com,,,true
2024-03-29,2024-03-31,185.86,Confirmed,Double,Direct,,,true
2024-06-20,2024-06-22,469.40,Confirmed,Family,Direct,,,true
2023-09-12,2023-09-21,7.67,Cancelled,Double,Agoda,,,true
2024-11-11,2024-11-12,58.96,Confirmed,Double,Booking.com,,,true
2024-09-19,2024-09-25,472.99,Confirmed,Double,Direct,,,false
2024-09-01,2024-09-05,237.23,Confirmed,Single,Direct,,,true
2025-03-06,2025-03-08,84.42,Confirmed,Single,Booking.com,,,true
2025-05-23,2025-05-26,159.81,Confirmed,Single,Booking.com,,,false
2026-01-01,2026-01-04,222.66,Confirmed,Double,Booking.com,,,true
2024-02-15,2024-02-19,200.26,Confirmed,Single,Booking.com,,,true
2024-08-19,2024-08-22,413.43,Confirmed,Family,Direct,,,true
2023-12-25,2024-01-03,2548.67,Confirmed,Suite,Expedia,,,true
2024-08-21,2024-08-23,169.88,Confirmed,Single,Booking.com,,,true
2024-09-15,2024-09-16,64.42,Confirmed,Double,Expedia,,,true
2023-06-02,2023-06-11,475.72,Confirmed,Single,Agoda,,,true
2024-04-15,2024-04-19,670.53,Confirmed,Suite,Agoda,,,true
2025-03-30,2025-04-03,515.37,Confirmed,Family,Direct,,,true
2023-08-14,2023-08-15,72.63,Confirmed,Double,Booking.com,,,true
2024-06-25,2024-06-29,588.70,Confirmed,Deluxe,Direct,,,true
2024-01-31,2024-02-03,498.42,Confirmed,Suite,Expedia,,,true
2023-02-10,2023-02-13,381.30,Confirmed,Deluxe,Expedia,,,true
2024-10-31,2024-11-02,118.12,Confirmed,Double,Booking.com,,,true
2024-12-17,2024-12-21,729.25,Confirmed,Deluxe,Direct,,,true
2025-02-04,2025-02-12,1259.70,Confirmed,Family,Direct,,,true
2024-08-01,2024-08-03,302.69,Confirmed,Deluxe,Direct,,,true
2024-06-15,2024-06-19,369.66,Confirmed,Double,Direct,,,true
2025-05-12,2025-05-15,357.68,Confirmed,Deluxe,Booking.com,,,true
2025-10-06,2025-10-10,804.73,Confirmed,Suite,Direct,,,false
2024-07-16,2024-07-18,53.14,Cancelled,Single,Expedia,,,true
2025-01-12,2025-01-13,54.62,Confirmed,Single,Direct,,,true
2025-06-09,2025-06-11,38.98,Cancelled,Double,Booking.com,,,true
2024-10-18,2024-10-19,154.66,Confirmed,Family,Expedia,,,true
2023-02-04,2023-02-08,241.67,Confirmed,Double,Booking.com,,,true
2024-11-16,2024-11-24,7.67,Cancelled,Single,Direct,,,true
2024-11-02,2024-11-10,610.94,Confirmed,Double,Booking.com,,,true
2025-09-08,2025-09-15,1577.27,Confirmed,Suite,Booking.com,,,true
2025-08-30,2025-09-01,185.25,Confirmed,Double,Direct,,,true
2023-03-02,2023-03-07,279.69,Confirmed,Single,Booking.com,,,true
2025-10-19,2025-10-22,135.95,Confirmed,Single,Direct,,,true
2024-05-02,2024-05-04,129.20,Confirmed,Single,Direct,,,true
2024-07-31,2024-08-01,64.57,Confirmed,Single,Direct,,,false
2023-07-16,2023-07-18,7.67,Cancelled,Family,Booking.com,,,false
2025-09-20,2025-09-21,54.47,Confirmed,Single,Direct,,,true
2024-01-03,2024-01-07,732.85,Confirmed,Suite,Booking.com,,,true
2024-02-24,2024-02-28,248.62,Confirmed,Single,Direct,,,true
2025-05-30,2025-06-04,494.05,Confirmed,Double,Agoda,,,true
2023-09-14,2023-09-15,91.18,Confirmed,Double,Agoda,,,true
2025-05-30,2025-06-05,435.24,Confirmed,Single,Expedia,,,true
2024-12-11,2024-12-14,205.20,Confirmed,Single,Agoda,,,true
2025-04-07,2025-04-12,769.45,Confirmed,Deluxe,Direct,,,true
2023-10-24,2023-10-29,281.52,Cancelled,Deluxe,Expedia,,,true
2023-11-18,2023-11-19,63.61,Confirmed,Single,Direct,,,false
2025-07-16,2025-07-20,194.21,Confirmed,Single,Direct,,,true
2025-10-08,2025-10-10,124.86,Confirmed,Single,Expedia,,,true
2025-10-06,2025-10-08,100.43,Confirmed,Single,Direct,,,true
2025-05-03,2025-05-14,688.86,Confirmed,Single,Direct,,,true
2023-04-21,2023-04-26,912.98,Confirmed,Family,Expedia,,,true
2024-06-20,2024-06-21,176.40,Confirmed,Family,Booking.com,,,true
2024-04-14,2024-04-16,109.54,Confirmed,Single,Direct,,,false
2026-01-09,2026-01-11,354.64,Confirmed,Family,Booking.com,,,true
2025-11-30,2025-12-01,64.81,Confirmed,Double,Expedia,,,true
2025-06-27,2025-06-28,61.82,Confirmed,Single,Direct,,,true
2025-12-14,2025-12-15,76.08,Confirmed,Double,Agoda,,,true
2025-09-05,2025-09-10,7.67,Cancelled,Double,Agoda,,,true
2024-07-11,2024-07-18,1341.64,Confirmed,Family,Booking.com,,,true
2025-09-17,2025-09-20,162.84,Confirmed,Single,Booking.com,,,true
2023-03-13,2023-03-16,127.08,Confirmed,Single,Expedia,,,true
2024-11-15,2024-11-16,54.02,Confirmed,Single,Booking.com,,,true
2024-08-26,2024-08-27,87.76,Confirmed,Double,Direct,,,true
2023-07-26,2023-07-31,869.70,Confirmed,Deluxe,Expedia,,,true
2025-12-30,2026-01-02,392.28,Confirmed,Deluxe,Expedia,,,true
2023-09-29,2023-10-01,165.47,Confirmed,Double,Booking.com,,,true
2025-03-30,2025-03-31,42.68,Confirmed,Single,Direct,,,true
2025-04-23,2025-04-26,146.25,Confirmed,Single,Direct,,,true
2025-03-30,2025-03-31,45.83,Confirmed,Double,Booking.com,,,true
2024-10-06,2024-10-10,438.32,Confirmed,Double,Agoda,,,true
2025-03-22,2025-03-26,611.20,Confirmed,Deluxe,Direct,,,true
2023-04-14,2023-04-15,62.31,Confirmed,Single,Direct,,,true
2023-09-05,2023-09-08,354.96,Confirmed,Deluxe,Direct,,,true
2023-03-15,2023-03-20,309.40,Confirmed,Double,Agoda,,,true
2024-06-08,2024-06-11,601.55,Confirmed,Family,Direct,,,false
2023-11-22,2023-11-27,433.50,Confirmed,Double,Expedia,,,true
2025-11-27,2025-11-28,44.26,Confirmed,Single,Agoda,,,false
2023-06-22,2023-06-26,82.73,Cancelled,Double,Booking.com,,,true
2023-09-22,2023-09-24,328.01,Confirmed,Family,Direct,,,true
2023-05-06,2023-05-07,54.05,Confirmed,Single,Direct,,,true
2024-08-27,2024-09-10,1892.86,Confirmed,Deluxe,Booking.com,,,true
2024-12-03,2024-12-06,947.25,Confirmed,Suite,Direct,,,true
2024-09-04,2024-09-05,72.65,Confirmed,Single,Agoda,,,true
2023-11-22,2023-11-26,48.93,Cancelled,Double,Expedia,,,true
2024-12-01,2024-12-05,348.16,Confirmed,Double,Direct,,,true
2024-06-03,2024-06-07,7.67,Cancelled,Double,Booking.com,,,true
2025-02-18,2025-02-21,762.66,Confirmed,Suite,Direct,,,true
2025-11-03,2025-11-04,149.46,Confirmed,Deluxe,Direct,,,true
2023-07-20,2023-07-22,191.88,Confirmed,Double,Direct,,,true
2024-05-09,2024-05-10,106.98,Confirmed,Deluxe,Booking.com,,,true
2024-09-16,2024-09-19,346.53,Confirmed,Deluxe,Agoda,,,true
2024-11-01,2024-11-03,155.65,Confirmed,Double,Expedia,,,true
2025-06-12,2025-06-18,643.13,Confirmed,Double,Booking.com,,,false
2023-04-18,2023-04-24,7.67,Cancelled,Family,Expedia,,,true
2024-08-15,2024-08-19,396.80,Confirmed,Double,Direct,,,true
2024-12-08,2024-12-12,779.96,Confirmed,Family,Expedia,,,true
2025-09-11,2025-09-13,282.48,Confirmed,Deluxe,Agoda,,,true
2024-12-19,2024-12-20,59.00,Confirmed,Single,Expedia,,,false
2023-09-29,2023-10-09,1347.08,Confirmed,Deluxe,Expedia,,,true
2023-11-30,2023-12-01,7.67,Cancelled,Double,Direct,,,true
2023-03-06,2023-03-12,1025.28,Confirmed,Family,Direct,,,true
2025-01-06,2025-01-07,71.31,Confirmed,Deluxe,Expedia,,,true
2024-08-03,2024-08-06,266.46,Confirmed,Single,Booking.com,,,false
2024-06-30,2024-07-07,1834.69,Confirmed,Suite,Direct,,,true
2024-03-29,2024-04-02,209.88,Confirmed,Double,Booking.com,,,true
2023-04-09,2023-04-15,517.50,Confirmed,Double,Booking.com,,,true
2025-01-03,2025-01-09,259.33,Cancelled,Family,Expedia,,,true
2023-11-16,2023-11-17,34.73,Cancelled,Family,Direct,,,true
2023-10-01,2023-10-04,371.90,Confirmed,Family,Direct,,,true
2024-07-03,2024-07-06,189.32,Confirmed,Single,Expedia,,,true
2023-02-19,2023-02-20,150.51,Confirmed,Family,Direct,,,true
2025-12-21,2025-12-25,275.72,Confirmed,Single,Booking.com,,,true
2025-07-23,2025-07-26,604.65,Confirmed,Deluxe,Direct,,,true
2023-04-20,2023-04-23,338.61,Confirmed,Deluxe,Direct,,,true
2023-11-27,2023-11-30,502.34,Confirmed,Family,Expedia,,,true
2024-01-26,2024-01-31,113.60,Cancelled,Double,Booking.com,,,true
2025-12-11,2025-12-15,244.95,Confirmed,Single,Direct,,,true
2025-07-18,2025-07-22,975.28,Confirmed,Family,Booking.com,,,true
2025-10-06,2025-10-12,667.38,Confirmed,Double,Expedia,,,true
2024-12-16,2024-12-18,133.82,Confirmed,Single,Expedia,,,true
2025-05-15,2025-05-21,1599.65,Confirmed,Suite,Agoda,,,true
2025-05-13,2025-05-14,51.92,Confirmed,Single,Direct,,,true
2023-07-26,2023-07-30,231.95,Confirmed,Single,Expedia,,,true
2023-04-22,2023-04-23,7.67,Cancelled,Single,Booking.com,,,true
2024-03-04,2024-03-09,738.06,Confirmed,Family,Direct,,,true
2023-12-30,2023-12-31,126.70,Confirmed,Deluxe,Booking.com,,,true
2024-08-31,2024-09-03,258.94,Cancelled,Suite,Booking.com,,,true
2024-07-30,2024-07-31,93.78,Confirmed,Double,Direct,,,true
2023-12-16,2023-12-19,177.96,Confirmed,Single,Direct,,,false
2023-09-01,2023-09-08,442.36,Confirmed,Single,Booking.com,,,true
2024-01-01,2024-01-09,854.57,Confirmed,Family,Agoda,,,true
2024-12-02,2024-12-10,589.68,Confirmed,Single,Booking.com,,,false
2023-01-31,2023-02-01,144.66,Confirmed,Family,Direct,,,false
2024-12-29,2025-01-02,1248.95,Confirmed,Suite,Expedia,,,true
2025-01-01,2025-01-03,577.88,Confirmed,Suite,Booking.com,,,true
2024-07-04,2024-07-05,266.81,Confirmed,Suite,Expedia,,,true
2024-02-20,2024-02-21,133.27,Confirmed,Family,Direct,,,true
2023-08-03,2023-08-05,253.36,Confirmed,Deluxe,Direct,,,true
2025-01-03,2025-01-06,351.62,Confirmed,Deluxe,Direct,,,true
2024-11-26,2024-11-28,255.09,Confirmed,Family,Booking.com,,,true
2023-04-27,2023-05-02,867.75,Confirmed,Family,Agoda,,,true
2024-04-09,2024-04-12,256.26,Confirmed,Deluxe,Expedia,,,true
2024-04-12,2024-04-15,224.21,Confirmed,Double,Expedia,,,true
2025-12-25,2025-12-30,502.52,Confirmed,Double,Direct,,,true
2024-05-22,2024-05-24,353.66,Confirmed,Deluxe,Booking.com,,,true
2025-04-08,2025-04-16,840.17,Confirmed,Double,Booking.com,,,true
2024-08-08,2024-08-12,1223.12,Confirmed,Suite,Booking.com,,,true
2024-07-08,2024-07-10,292.70,Confirmed,Deluxe,Agoda,,,true
2025-05-08,2025-05-11,41.64,Cancelled,Single,Booking.com,,,true
2024-10-11,2024-10-16,1115.75,Confirmed,Family,Expedia,,,true
2025-10-06,2025-10-10,530.06,Confirmed,Family,Booking.com,,,true
2023-04-04,2023-04-09,1002.78,Confirmed,Family,Expedia,,,true
2025-01-01,2025-01-02,81.83,Confirmed,Double,Agoda,,,true
2024-06-24,2024-06-27,257.64,Confirmed,Double,Expedia,,,true
2026-01-05,2026-01-06,73.02,Confirmed,Double,Agoda,,,true
2025-04-13,2025-04-20,353.37,Confirmed,Single,Expedia,,,true
2024-07-18,2024-07-19,36.60,Confirmed,Single,Direct,,,true
2023-10-02,2023-10-04,164.73,Confirmed,Deluxe,Direct,,,true
2023-04-01,2023-04-03,181.87,Confirmed,Double,Expedia,,,true
2025-01-14,2025-01-15,67.00,Confirmed,Double,Direct,,,true
2024-02-01,2024-02-02,37.47,Confirmed,Single,Booking.com,,,true
2023-04-19,2023-04-22,262.62,Confirmed,Double,Agoda,,,true
2024-07-08,2024-07-14,275.78,Cancelled,Double,Agoda,,,false
2024-09-01,2024-09-04,452.76,Confirmed,Deluxe,Booking.com,,,true
2024-08-02,2024-08-08,1046.12,Confirmed,Deluxe,Direct,,,true
2025-07-26,2025-07-27,219.42,Confirmed,Family,Direct,,,true
2025-09-05,2025-09-12,459.46,Confirmed,Double,Direct,,,true
2024-08-04,2024-08-09,1019.80,Confirmed,Family,Direct,,,true
2026-01-14,2026-01-18,205.81,Confirmed,Double,Booking.com,,,true
2025-11-19,2025-11-20,58.55,Confirmed,Single,Expedia,,,true
2024-12-23,2024-12-25,226.06,Confirmed,Double,Expedia,,,true
2024-05-26,2024-05-31,130.05,Cancelled,Single,Expedia,,,true
2023-09-19,2023-09-23,435.96,Confirmed,Double,Booking.com,,,true
2023-09-11,2023-09-12,89.44,Confirmed,Double,Booking.com,,,true
2023-05-30,2023-06-02,287.28,Confirmed,Double,Expedia,,,true
2024-08-22,2024-09-03,194.85,Cancelled,Single,Direct,,,true
2025-05-04,2025-05-09,1444.05,Confirmed,Suite,Agoda,,,true
2023-06-02,2023-06-04,161.92,Confirmed,Double,Agoda,,,true
2024-03-10,2024-03-18,87.27,Cancelled,Single,Direct,,,true
2024-10-10,2024-10-13,336.56,Confirmed,Deluxe,Booking.com,,,true
2024-10-02,2024-10-03,60.30,Confirmed,Single,Direct,,,true
2024-12-13,2024-12-15,236.12,Confirmed,Double,Direct,,,true
2025-11-08,2025-11-09,358.53,Confirmed,Suite,Expedia,,,true
2024-04-04,2024-04-06,183.69,Confirmed,Double,Direct,,,true
2025-12-03,2025-12-07,151.76,Confirmed,Family,Booking.com,,,true
2023-12-09,2023-12-10,103.85,Confirmed,Single,Agoda,,,false
2024-09-21,2024-09-23,187.27,Confirmed,Deluxe,Direct,,,true
2024-08-25,2024-08-28,259.01,Confirmed,Single,Expedia,,,false
2023-05-13,2023-05-17,653.30,Confirmed,Deluxe,Expedia,,,true
2025-02-10,2025-02-16,590.23,Confirmed,Deluxe,Expedia,,,true
2024-03-02,2024-03-05,920.50,Confirmed,Suite,Agoda,,,true
2023-09-15,2023-09-18,189.27,Confirmed,Single,Agoda,,,true
2024-05-02,2024-05-11,1607.23,Confirmed,Suite,Expedia,,,true
2024-04-13,2024-04-17,388.84,Confirmed,Double,Direct,,,false
2023-12-12,2023-12-17,949.76,Confirmed,Suite,Direct,,,true
2024-09-29,2024-09-30,293.94,Confirmed,Suite,Booking.com,,,true
2024-09-02,2024-09-08,304.02,Confirmed,Single,Booking.com,,,true
2023-08-27,2023-08-30,238.05,Confirmed,Single,Expedia,,,true
2025-02-01,2025-02-03,109.90,Confirmed,Single,Direct,,,true
2025-05-18,2025-05-28,522.22,Confirmed,Double,Booking.com,,,true
2023-09-01,2023-09-05,394.60,Confirmed,Deluxe,Booking.com,,,true
2025-06-22,2025-06-26,149.09,Confirmed,Single,Direct,,,true
2024-12-26,2024-12-29,554.70,Confirmed,Deluxe,Booking.com,,,true
2024-06-08,2024-06-16,434.32,Confirmed,Double,Direct,,,true
2023-10-05,2023-10-15,574.77,Confirmed,Single,Booking.com,,,true
2023-04-27,2023-05-01,619.17,Confirmed,Deluxe,Expedia,,,true
2025-01-15,2025-01-18,359.94,Confirmed,Family,Direct,,,true
2024-07-21,2024-07-23,210.08,Confirmed,Double,Expedia,,,true
2024-07-22,2024-07-24,216.41,Confirmed,Family,Agoda,,,true
2023-10-01,2023-10-04,254.37,Confirmed,Deluxe,Direct,,,true
2025-09-30,2025-10-05,356.30,Confirmed,Double,Direct,,,true
2023-05-30,2023-06-02,194.46,Confirmed,Double,Direct,,,true
2024-10-09,2024-10-21,124.47,Cancelled,Single,Booking.com,,,true
2023-04-07,2023-04-13,451.49,Confirmed,Deluxe,Booking.com,,,true
2023-10-31,2023-11-03,842.94,Confirmed,Suite,Agoda,,,true
2024-03-06,2024-03-07,175.44,Confirmed,Family,Agoda,,,true
2025-07-14,2025-07-19,1205.62,Confirmed,Deluxe,Expedia,,,true
2024-01-22,2024-01-28,241.08,Confirmed,Single,Booking.com,,,true
2026-01-06,2026-01-07,130.17,Confirmed,Family,Direct,,,true
2025-11-13,2025-11-18,1017.32,Confirmed,Suite,Booking.com,,,true
2025-11-01,2025-11-10,434.65,Confirmed,Single,Booking.com,,,true
2025-04-12,2025-04-13,170.82,Confirmed,Deluxe,Direct,,,false
2024-08-08,2024-08-09,65.49,Confirmed,Single,Booking.com,,,true
2023-09-15,2023-09-20,310.98,Confirmed,Single,Direct,,,true
2023-12-14,2023-12-17,384.46,Confirmed,Deluxe,Direct,,,true
2024-05-11,2024-05-15,172.00,Confirmed,Single,Direct,,,true
2023-07-11,2023-07-13,342.98,Confirmed,Family,Expedia,,,true
2023-10-22,2023-11-03,616.25,Confirmed,Single,Booking.com,,,true
2023-04-21,2023-04-22,68.86,Confirmed,Single,Direct,,,true
2024-08-25,2024-08-27,206.10,Confirmed,Double,Direct,,,true
2025-09-06,2025-09-10,928.49,Confirmed,Suite,Direct,,,true
2025-01-16,2025-01-22,1286.66,Confirmed,Suite,Direct,,,false
2025-07-13,2025-07-14,134.35,Confirmed,Deluxe,Agoda,,,true
2025-01-23,2025-01-29,303.12,Confirmed,Single,Direct,,,true
2023-05-16,2023-05-19,178.61,Confirmed,Single,Booking.com,,,true
2024-05-04,2024-05-10,606.42,Confirmed,Single,Booking.com,,,true
2024-02-12,2024-02-14,7.67,Cancelled,Double,Direct,,,true
2023-06-20,2023-06-23,169.68,Confirmed,Single,Booking.com,,,false
2023-07-27,2023-07-30,310.05,Confirmed,Double,Agoda,,,true
2025-10-09,2025-10-18,174.42,Cancelled,Double,Direct,,,true
2024-09-14,2024-09-15,81.78,Confirmed,Double,Booking.com,,,true
2023-12-07,2023-12-08,59.97,Confirmed,Single,Booking.com,,,true
2023-12-10,2023-12-12,181.70,Confirmed,Single,Booking.com,,,true
2026-01-05,2026-01-07,221.34,Confirmed,Deluxe,Expedia,,,true
2025-03-12,2025-03-13,78.83,Confirmed,Double,Direct,,,true
2024-10-05,2024-10-06,54.07,Confirmed,Single,Booking.com,,,true
2025-09-04,2025-09-05,39.25,Confirmed,Single,Direct,,,false
2025-09-15,2025-09-16,115.66,Confirmed,Deluxe,Expedia,,,true
2023-07-24,2023-07-29,74.00,Cancelled,Single,Expedia,,,true
2025-11-21,2025-11-22,37.24,Confirmed,Single,Booking.com,,,true
2023-11-29,2023-11-30,99.04,Confirmed,Deluxe,Agoda,,,true
2024-05-06,2024-05-08,246.69,Confirmed,Deluxe,Agoda,,,true
2026-02-11,2026-02-13,241.45,Confirmed,Family,Expedia,,,true
2025-05-15,2025-05-18,232.36,Confirmed,Single,Booking.com,,,true
2023-06-01,2023-06-04,325.26,Confirmed,Double,Direct,,,true
2023-02-18,2023-02-23,243.05,Confirmed,Single,Booking.com,,,true
2025-10-14,2025-10-21,332.30,Confirmed,Double,Direct,,,true
2025-05-18,2025-05-22,287.60,Confirmed,Single,Booking.com,,,true
2024-09-20,2024-09-25,745.20,Confirmed,Deluxe,Direct,,,true
2025-01-07,2025-01-10,387.90,Confirmed,Deluxe,Direct,,,true
2025-01-16,2025-01-21,320.81,Confirmed,Single,Booking.com,,,true
2025-02-27,2025-03-01,92.09,Confirmed,Single,Agoda,,,false
2025-11-30,2025-12-03,386.45,Confirmed,Family,Booking.com,,,true
2025-12-28,2026-01-02,1109.70,Confirmed,Family,Direct,,,true
2024-07-08,2024-07-11,387.72,Confirmed,Double,Booking.com,,,true
2025-12-16,2025-12-20,114.38,Cancelled,Double,Direct,,,true
2024-07-08,2024-07-11,294.18,Confirmed,Double,Direct,,,true
2025-07-27,2025-07-28,237.88,Confirmed,Family,Direct,,,true
2025-10-21,2025-10-22,87.60,Confirmed,Double,Direct,,,true
2025-08-16,2025-08-17,7.67,Cancelled,Deluxe,Expedia,,,true
2023-03-29,2023-03-30,17.09,Cancelled,Double,Agoda,,,true
2023-02-04,2023-02-06,119.32,Confirmed,Single,Booking.com,,,true
2025-12-19,2025-12-22,206.55,Confirmed,Single,Direct,,,true
2023-07-14,2023-07-16,58.52,Cancelled,Single,Direct,,,true
2023-12-27,2024-01-01,396.80,Confirmed,Single,Direct,,,true
2025-01-14,2025-01-16,7.67,Cancelled,Double,Direct,,,true
2025-06-26,2025-07-05,1261.51,Confirmed,Family,Expedia,,,false
2023-10-10,2023-10-12,175.84,Confirmed,Double,Expedia,,,true
2023-06-15,2023-06-17,60.45,Cancelled,Deluxe,Direct,,,true
2025-05-30,2025-06-02,210.66,Confirmed,Single,Booking.com,,,true
2025-05-27,2025-05-28,113.76,Confirmed,Deluxe,Booking.com,,,true
2023-03-02,2023-03-03,56.23,Confirmed,Single,Expedia,,,true
2023-04-15,2023-04-21,255.43,Cancelled,Deluxe,Booking.com,,,true
2025-09-22,2025-09-25,625.86,Confirmed,Suite,Direct,,,true
2025-08-02,2025-08-09,126.72,Cancelled,Single,Agoda,,,true
2025-11-14,2025-11-21,370.57,Confirmed,Double,Booking.com,,,true
2025-01-31,2025-02-01,154.71,Confirmed,Family,Expedia,,,true
2024-08-18,2024-08-21,220.32,Confirmed,Single,Booking.com,,,true
2023-11-12,2023-11-18,492.66,Confirmed,Double,Booking.com,,,true
2023-09-10,2023-09-13,469.20,Confirmed,Deluxe,Expedia,,,true
2024-10-19,2024-10-30,252.73,Cancelled,Double,Booking.com,,,true
2025-02-04,2025-02-07,254.88,Confirmed,Deluxe,Booking.com,,,true
2023-03-17,2023-03-18,156.58,Confirmed,Deluxe,Direct,,,true
2023-12-12,2023-12-14,167.48,Confirmed,Double,Booking.com,,,false
2025-06-01,2025-06-03,327.90,Confirmed,Family,Agoda,,,true
2025-08-25,2025-09-04,165.64,Cancelled,Double,Expedia,,,true
2025-07-31,2025-08-03,457.76,Confirmed,Family,Booking.com,,,true
2024-09-29,2024-10-03,260.15,Confirmed,Single,Agoda,,,true
2025-03-02,2025-03-08,283.74,Confirmed,Single,Expedia,,,true
2024-08-31,2024-09-07,721.52,Confirmed,Double,Booking.com,,,true
2025-02-01,2025-02-04,546.48,Confirmed,Family,Expedia,,,true
2023-11-29,2023-12-02,178.45,Confirmed,Double,Expedia,,,true
2024-07-11,2024-07-12,121.03,Confirmed,Double,Expedia,,,false
2024-11-30,2024-12-01,105.75,Confirmed,Double,Direct,,,true
2024-06-09,2024-06-14,255.60,Confirmed,Single,Expedia,,,false
2023-05-08,2023-05-13,560.70,Confirmed,Deluxe,Expedia,,,true
2024-06-24,2024-06-27,158.33,Confirmed,Single,Direct,,,true
2025-05-05,2025-05-10,628.80,Confirmed,Deluxe,Direct,,,true
2023-02-15,2023-02-20,356.82,Confirmed,Double,Direct,,,true
2024-09-04,2024-09-05,48.11,Confirmed,Single,Expedia,,,true
2024-04-04,2024-04-12,977.66,Confirmed,Deluxe,Direct,,,false
2023-05-17,2023-05-19,123.30,Confirmed,Single,Direct,,,false
2025-03-24,2025-03-30,327.41,Confirmed,Single,Expedia,,,true
2023-04-18,2023-04-23,841.65,Confirmed,Family,Direct,,,true
2024-12-06,2024-12-07,204.68,Confirmed,Family,Booking.com,,,true
2025-06-13,2025-06-14,24.59,Cancelled,Double,Expedia,,,true
2023-05-10,2023-05-13,241.87,Confirmed,Double,Direct,,,false
2023-12-15,2023-12-18,147.94,Confirmed,Single,Booking.com,,,true
2024-01-11,2024-01-14,126.68,Confirmed,Single,Direct,,,true
2023-07-09,2023-07-16,283.32,Confirmed,Single,Booking.com,,,true
2024-03-07,2024-03-08,132.16,Confirmed,Deluxe,Direct,,,true
2024-01-03,2024-01-08,782.78,Confirmed,Family,Booking.com,,,true
2024-12-03,2024-12-09,309.22,Confirmed,Single,Agoda,,,true
2024-10-12,2024-10-15,155.16,Confirmed,Single,Agoda,,,true
2025-10-16,2025-10-23,357.95,Confirmed,Single,Booking.com,,,true
2023-01-19,2023-01-29,175.20,Cancelled,Single,Booking.com,,,true
2025-05-26,2025-05-30,441.32,Confirmed,Deluxe,Direct,,,true
2025-03-11,2025-03-13,233.34,Confirmed,Deluxe,Direct,,,true
2024-09-12,2024-09-15,168.02,Confirmed,Double,Booking.com,,,true
2024-08-26,2024-09-07,590.40,Confirmed,Double,Direct,,,true
2023-10-01,2023-10-03,29.13,Cancelled,Single,Agoda,,,true
2025-07-01,2025-07-04,552.29,Confirmed,Double,Expedia,,,true
2023-11-15,2023-11-18,774.99,Confirmed,Suite,Direct,,,true
2023-04-04,2023-04-07,231.31,Confirmed,Double,Agoda,,,true
